"('P0', 'id')","('P1_a ', 'Idade')","('P1_b ', 'Genero')","('P1_e_b ', 'Regiao onde mora')","('P1_h ', 'Nivel de Ensino')","('P2_f ', 'Cargo Atual')","('P2_g ', 'Nivel')","('P2_h ', 'Faixa salarial')","('P2_i ', 'Quanto tempo de experiência na área de dados você tem?')","('P2_q ', 'Atualmente qual a sua forma de trabalho?')","('P2_r ', 'Qual a forma de trabalho ideal para você?')","('P2_a ', 'Qual sua situação atual de trabalho?')","('P2_o ', 'Quais os principais critérios que você leva em consideração no momento de decidir onde trabalhar?')","('P2_o_a ', 'Remuneração/Salário')","('P2_o_b ', 'Benefícios')","('P2_o_c ', 'Propósito do trabalho e da empresa')","('P2_o_d ', 'Flexibilidade de trabalho remoto')","('P2_o_e ', 'Ambiente e clima de trabalho')","('P2_o_f ', 'Oportunidade de aprendizado e trabalhar com referências na área')","('P2_o_g ', 'Plano de carreira e oportunidades de crescimento profissional')","('P2_o_h ', 'Maturidade da empresa em termos de tecnologia e dados')"
1g2wkwie0lek62acb11g2wk6whmg6ugt,28.0,Masculino,Sudeste,Mestrado,,,de R$ 6.001/mês a R$ 8.000/mês,de 6 a 10 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Remuneração/Salário, Maturidade da empresa em termos de tecnologia e dados, Benefícios",1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
j26nxw2o8cta1duh7dsj26nxwv7tndep,36.0,Masculino,Sudeste,Graduação/Bacharelado,,,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empreendedor ou Empregado (CNPJ),"Propósito do trabalho e da empresa, Ambiente e clima de trabalho, Maturidade da empresa em termos de tecnologia e dados",0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
2bq8dtrim2qhse7f54xyki2bq8641r2k,39.0,Masculino,Sudeste,Não tenho graduação formal,,,de R$ 8.001/mês a R$ 12.000/mês,de 6 a 10 anos,Modelo 100% remoto,Modelo 100% remoto,Empregado (CLT),"Plano de carreira e oportunidades de crescimento profissional, Remuneração/Salário, Benefícios",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
m9j93xsmhlqrjhrh2eeh8m9j93xgqrmm,33.0,Masculino,Sudeste,Pós-graduação,,,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo 100% remoto,Empregado (CLT),"Remuneração/Salário, Flexibilidade de trabalho remoto, Reputação que a empresa tem no mercado",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
xw2xsa7a216o6so3nh3xfxw2xst2iqga,45.0,Masculino,Sudeste,Mestrado,,,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,Modelo 100% remoto,Modelo 100% remoto,Freelancer,Maturidade da empresa em termos de tecnologia e dados,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
a89ey1ldk084d0qp8t1a1a89ey1k8y6e,29.0,Masculino,Sudeste,Graduação/Bacharelado,,,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Freelancer,"Remuneração/Salário, Flexibilidade de trabalho remoto, Qualidade dos gestores e líderes",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
q6uco9nn3k8ebg2lvbq6ucoi8grnwoip,37.0,Masculino,Sudeste,Pós-graduação,,,de R$ 20.001/mês a R$ 25.000/mês,de 6 a 10 anos,Modelo 100% remoto,Modelo 100% remoto,Empregado (CLT),"Qualidade dos gestores e líderes, Reputação que a empresa tem no mercado, Ambiente e clima de trabalho",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
rvwz98n23k3xwbx07qcrvwz98nhiiwu7,52.0,Masculino,Nordeste,Pós-graduação,,,Menos de R$ 1.000/mês,Mais de 10 anos,Modelo 100% remoto,Modelo 100% remoto,Empreendedor ou Empregado (CNPJ),"Oportunidade de aprendizado e trabalhar com referências na área, Flexibilidade de trabalho remoto, Plano de carreira e oportunidades de crescimento profissional",0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
qiu8j4gxmkcuprqt2kqiu8ju2blns3f2,38.0,Masculino,Sudeste,Doutorado ou Phd,,,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 5 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Propósito do trabalho e da empresa, Plano de carreira e oportunidades de crescimento profissional, Maturidade da empresa em termos de tecnologia e dados",0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
o24emd2if6kuyyf7dmuo3vtr1o24emd2,42.0,Masculino,Sudeste,Mestrado,,,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Servidor Público,"Remuneração/Salário, Reputação que a empresa tem no mercado, Flexibilidade de trabalho remoto",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
jmjhv6bsbrckz2wjjhyk67ss6q9moecj,28.0,Masculino,Sul,Graduação/Bacharelado,,,de R$ 16.001/mês a R$ 20.000/mês,de 4 a 5 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Remuneração/Salário, Benefícios, Plano de carreira e oportunidades de crescimento profissional",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
bdserw9mc6y8zbdserw9ofr5spqpiet7,38.0,Masculino,Sudeste,Mestrado,,,Acima de R$ 40.001/mês,Mais de 10 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empreendedor ou Empregado (CNPJ),"Remuneração/Salário, Ambiente e clima de trabalho, Reputação que a empresa tem no mercado",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
khacbferq3jyl545x8cjokhac01uanky,25.0,Masculino,Sudeste,Graduação/Bacharelado,,,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo 100% remoto,Modelo 100% remoto,Empregado (CLT),"Flexibilidade de trabalho remoto, Qualidade dos gestores e líderes, Oportunidade de aprendizado e trabalhar com referências na área",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
508jm4e8jxpg64pw508jm4swd237a6hu,37.0,Masculino,Sudeste,Graduação/Bacharelado,,,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empreendedor ou Empregado (CNPJ),"Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área, Maturidade da empresa em termos de tecnologia e dados",1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
rc4qxiinkpnze8apj2oa6yrc4qxowr77,37.0,Masculino,Norte,Doutorado ou Phd,,,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),Plano de carreira e oportunidades de crescimento profissional,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
cv3e62ckq2ql3revz4zgcv3e6v2lk4ps,36.0,Masculino,Nordeste,Mestrado,,,de R$ 12.001/mês a R$ 16.000/mês,de 2 a 3 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área, Benefícios",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
nwgoa1lxmlah5mvnwgoiehkf0yszn5tv,27.0,Masculino,Sul,Graduação/Bacharelado,,,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Reputação que a empresa tem no mercado, Qualidade dos gestores e líderes, Oportunidade de aprendizado e trabalhar com referências na área",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ue9kq34wxpugo4c0hv0qh2ue9kjh4cxt,33.0,Masculino,Sul,Mestrado,,,de R$ 16.001/mês a R$ 20.000/mês,de 2 a 3 anos,Modelo 100% remoto,Modelo 100% remoto,Empregado (CLT),"Qualidade dos gestores e líderes, Remuneração/Salário, Propósito do trabalho e da empresa",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4nvcw9f94jhl1ko4nvcw5ijk4lti5ndx,29.0,Feminino,Sudeste,Pós-graduação,,,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Oportunidade de aprendizado e trabalhar com referências na área, Plano de carreira e oportunidades de crescimento profissional, Maturidade da empresa em termos de tecnologia e dados",0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
yrhjxwscdfl516bibgi0kyrhait8fbnf,30.0,Masculino,Nordeste,Mestrado,,,de R$ 12.001/mês a R$ 16.000/mês,de 6 a 10 anos,Modelo 100% remoto,Modelo 100% remoto,Empregado (CLT),"Remuneração/Salário, Flexibilidade de trabalho remoto, Benefícios",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
yrhjxwscdfl516bibgi0kyrhait8fbnf,30.0,Masculino,Nordeste,Mestrado,,,de R$ 12.001/mês a R$ 16.000/mês,de 6 a 10 anos,Modelo 100% remoto,Modelo 100% remoto,Empregado (CLT),"Remuneração/Salário, Flexibilidade de trabalho remoto, Benefícios",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
qlezaaco9fkaxrhv5gwqlezag2e0z426,28.0,Masculino,Sul,Graduação/Bacharelado,,,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Modelo 100% remoto,Modelo 100% remoto,Empreendedor ou Empregado (CNPJ),"Maturidade da empresa em termos de tecnologia e dados, Flexibilidade de trabalho remoto, Remuneração/Salário",1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1hnypxd8fpejmk7nht6jk1hnypx8jbr4,26.0,Masculino,Nordeste,Graduação/Bacharelado,,,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Remuneração/Salário, Propósito do trabalho e da empresa, Plano de carreira e oportunidades de crescimento profissional",1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
ysk9lzpssezpzysiyy286dvms7c07r1q,35.0,Masculino,Sudeste,Pós-graduação,,,de R$ 16.001/mês a R$ 20.000/mês,Mais de 10 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empreendedor ou Empregado (CNPJ),"Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área, Plano de carreira e oportunidades de crescimento profissional",1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
tyrs1bcoerzng72vyktyrsrvw5s2a2fm,28.0,Masculino,Sudeste,Graduação/Bacharelado,,,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Plano de carreira e oportunidades de crescimento profissional, Remuneração/Salário, Ambiente e clima de trabalho",1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
6ta7qdmzipdiohc6ta7qabqje5i7ttly,26.0,Masculino,Sul,Graduação/Bacharelado,,,de R$ 4.001/mês a R$ 6.000/mês,de 4 a 5 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empreendedor ou Empregado (CNPJ),"Propósito do trabalho e da empresa, Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional",1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
t79mpmbuqv0ra9uikit79mpmc8j2lsn6,22.0,Feminino,Sudeste,Estudante de Graduação,,,de R$ 2.001/mês a R$ 3000/mês,de 1 a 2 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empreendedor ou Empregado (CNPJ),Plano de carreira e oportunidades de crescimento profissional,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
19xpflm0v8gkgclcrom19xp5t9lmtbds,34.0,Masculino,Sudeste,Pós-graduação,,,de R$ 12.001/mês a R$ 16.000/mês,de 6 a 10 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Plano de carreira e oportunidades de crescimento profissional, Ambiente e clima de trabalho",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ifo09yp3bsnp89pwwifo097dsiu3938h,44.0,Masculino,Sudeste,Estudante de Graduação,,,de R$ 2.001/mês a R$ 3000/mês,de 1 a 2 anos,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empreendedor ou Empregado (CNPJ),"Oportunidade de aprendizado e trabalhar com referências na área, Plano de carreira e oportunidades de crescimento profissional, Flexibilidade de trabalho remoto",0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
yuq2sb4pvtkp9yy8oos9yuq2scobe0a1,32.0,Masculino,Sudeste,Não tenho graduação formal,,,de R$ 1.001/mês a R$ 2.000/mês,Não tenho experiência na área de dados,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empreendedor ou Empregado (CNPJ),Ambiente e clima de trabalho,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
im0u2dry2xt7li75ze5qlb915t9vnq66,42.0,Feminino,Sudeste,Pós-graduação,,,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,Modelo 100% remoto,Modelo 100% remoto,Empreendedor ou Empregado (CNPJ),Ambiente e clima de trabalho,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
y2lzzy67tv5o1y8ny2lziozbf29wbb54,28.0,Masculino,Nordeste,Pós-graduação,,,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empreendedor ou Empregado (CNPJ),"Plano de carreira e oportunidades de crescimento profissional, Benefícios, Remuneração/Salário",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
y05q4gk67o2vwqxjf886t5y05q4gak4p,32.0,Masculino,Sudeste,Pós-graduação,,,de R$ 8.001/mês a R$ 12.000/mês,Não tenho experiência na área de dados,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Servidor Público,"Flexibilidade de trabalho remoto, Ambiente e clima de trabalho, Remuneração/Salário",1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
w2ldtqlmysdbwvw2ld6y5vl95mesliud,39.0,Masculino,Sul,Mestrado,,,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Servidor Público,"Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área, Ambiente e clima de trabalho",1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
w1lz0n4jclezs5lr5w1lz8cqo53j59dl,24.0,Masculino,Sudeste,Graduação/Bacharelado,,,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Modelo 100% remoto,Modelo 100% remoto,Empreendedor ou Empregado (CNPJ),"Flexibilidade de trabalho remoto, Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área",1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
sn09e4tfrwrwvh8wydtl5ji0sn09e4tf,35.0,Feminino,Sudeste,Pós-graduação,,,de R$ 20.001/mês a R$ 25.000/mês,de 6 a 10 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área, Propósito do trabalho e da empresa",1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2mym0245nggazj3269u0twmqbbm183bo,32.0,Masculino,Sudeste,Pós-graduação,,,de R$ 8.001/mês a R$ 12.000/mês,de 6 a 10 anos,Modelo 100% remoto,Modelo 100% remoto,Empreendedor ou Empregado (CNPJ),Oportunidade de aprendizado e trabalhar com referências na área,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
q7coxmy9v9bmsk2r9oq7cox780e9istu,38.0,Masculino,Sul,Graduação/Bacharelado,,,de R$ 4.001/mês a R$ 6.000/mês,de 6 a 10 anos,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Remuneração/Salário, Propósito do trabalho e da empresa, Oportunidade de aprendizado e trabalhar com referências na área",1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
yblfh0cbth5qr3y8x0eyblf4jh815iz5,39.0,Masculino,Nordeste,Graduação/Bacharelado,,,Acima de R$ 40.001/mês,de 1 a 2 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empreendedor ou Empregado (CNPJ),Propósito do trabalho e da empresa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6tghw8qi1yjtsiv27ce6tghw8qej3gmi,39.0,Masculino,Sudeste,Pós-graduação,,,de R$ 25.001/mês a R$ 30.000/mês,Mais de 10 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empreendedor ou Empregado (CNPJ),"Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional, Ambiente e clima de trabalho",1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
aira71i53os4k511saira0kgtekk6y9k,35.0,Masculino,Nordeste,Mestrado,,,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Servidor Público,"Remuneração/Salário, Flexibilidade de trabalho remoto, Oportunidade de aprendizado e trabalhar com referências na área",1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
42us9ghblisriq4hsp42usxokjsxn52n,45.0,Masculino,Sudeste,Mestrado,,,de R$ 12.001/mês a R$ 16.000/mês,Menos de 1 ano,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Remuneração/Salário, Benefícios, Plano de carreira e oportunidades de crescimento profissional",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
y9jckjpt44ifz5y9jck1rm3fctjvyd1r,35.0,Masculino,Sudeste,Graduação/Bacharelado,,,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Modelo 100% presencial,Modelo híbrido com dias fixos de trabalho presencial,Servidor Público,"Remuneração/Salário, Propósito do trabalho e da empresa, Oportunidade de aprendizado e trabalhar com referências na área",1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
9x57lss4d1fjx9zeu9x5157783rjas7f,42.0,Masculino,Sul,Pós-graduação,,,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo 100% remoto,Empreendedor ou Empregado (CNPJ),"Flexibilidade de trabalho remoto, Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
wlpug8nzwvd5jrnjt64o3wlpug8gv274,38.0,Masculino,Sudeste,Pós-graduação,,,de R$ 20.001/mês a R$ 25.000/mês,Mais de 10 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Benefícios, Remuneração/Salário, Ambiente e clima de trabalho",1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
qey5tv0dg9vi0x9n12z90ex9qey5tv0d,40.0,Masculino,Sudeste,Pós-graduação,,,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,Modelo 100% remoto,Modelo 100% remoto,Empregado (CLT),"Flexibilidade de trabalho remoto, Propósito do trabalho e da empresa, Remuneração/Salário",1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
3jx2pymn8q6f8tym3jx2p56detg3n3eo,29.0,Masculino,Sudeste,Graduação/Bacharelado,,,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Remuneração/Salário, Flexibilidade de trabalho remoto, Qualidade dos gestores e líderes",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
k5k3hcbab9a8hkk5k3ooswxdc52h3ivo,28.0,Feminino,Sudeste,Mestrado,,,de R$ 8.001/mês a R$ 12.000/mês,de 6 a 10 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Servidor Público,"Oportunidade de aprendizado e trabalhar com referências na área, Remuneração/Salário, Ambiente e clima de trabalho",1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
6o3lvc9lmtcmbqiy6o3l5iujml48pota,28.0,Masculino,Sudeste,Graduação/Bacharelado,,,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empreendedor ou Empregado (CNPJ),"Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área, Qualidade dos gestores e líderes",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
s89bszfpyllt13gn0as89bszfq82si9u,34.0,Masculino,Sudeste,Mestrado,,,Acima de R$ 40.001/mês,de 4 a 5 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Remuneração/Salário, Propósito do trabalho e da empresa, Ambiente e clima de trabalho",1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
9i07lu31sqd8y1bsklc9i07lc3n2w0of,45.0,Masculino,Sudeste,Mestrado,,,de R$ 16.001/mês a R$ 20.000/mês,Mais de 10 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área, Benefícios",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
dcrhtibrtyshsl9jtidcrhtiirvwblkp,45.0,Masculino,Exterior,Mestrado,,,de R$ 20.001/mês a R$ 25.000/mês,de 6 a 10 anos,Modelo 100% remoto,Modelo 100% remoto,Servidor Público,"Flexibilidade de trabalho remoto, Plano de carreira e oportunidades de crescimento profissional, Propósito do trabalho e da empresa",0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
yzbfc3hcnmi4rbb58s8yzbfc3lqlt01m,31.0,Masculino,Sudeste,Pós-graduação,,,de R$ 12.001/mês a R$ 16.000/mês,de 2 a 3 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empreendedor ou Empregado (CNPJ),"Ambiente e clima de trabalho, Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área",1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
wznbszgeao3d4zoez1wznbs82ed8izb5,35.0,Masculino,Sudeste,Mestrado,,,de R$ 25.001/mês a R$ 30.000/mês,Mais de 10 anos,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional, Ambiente e clima de trabalho",1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
u1972lgcf9emwjqf7xkgmu197256elm1,50.0,Masculino,Nordeste,Mestrado,,,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido com dias fixos de trabalho presencial,Empregado (CLT),"Oportunidade de aprendizado e trabalhar com referências na área, Maturidade da empresa em termos de tecnologia e dados, Ambiente e clima de trabalho",0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
omczvlero49y9uxx6omczvlmvulz3ezb,35.0,Masculino,Sudeste,Pós-graduação,,,Acima de R$ 40.001/mês,de 4 a 5 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Propósito do trabalho e da empresa, Oportunidade de aprendizado e trabalhar com referências na área, Ambiente e clima de trabalho",0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
680agfx5s8n2d2rw2qkz680agfx5s9qv,31.0,Feminino,Sudeste,Mestrado,,,de R$ 16.001/mês a R$ 20.000/mês,Mais de 10 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),Ambiente e clima de trabalho,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
